ZIP,COUNTY,CITY,STATE
52241,JOHNSON,CORALVILLE,IA
51249,OSCEOLA,SIBLEY,IA
50574,POCAHONTAS,POCAHONTAS,IA
50854,RINGGOLD,MOUNT AYR,IA
51537,SHELBY,HARLAN,IA
51247,SIOUX,ROCK VALLEY,IA
50525,WRIGHT,CLARION,IA
50421,WRIGHT,BELMOND,IA
52353,WASHINGTON,WASHINGTON,IA
50060,WAYNE,CORYDON,IA
52101,WINNESHIEK,DECORAH,IA
40536,FAYETTE,LEXINGTON,KY
49660,MANISTEE,MANISTEE,MI
48085,OAKLAND,TROY,MI
55720,CARLTON,CLOQUET,MN
55723,ST. LOUIS,COOK,MN
56628,ITASCA,BIGFORK,MN
55313,WRIGHT,BUFFALO,MN
55008,ISANTI,CAMBRIDGE,MN
55362,WRIGHT,MONTICELLO,MN
56258,LYON,MARSHALL,MN
56178,LINCOLN,TYLER,MN
56362,STEARNS,PAYNESVILLE,MN
56352,STEARNS,MELROSE,MN
56378,STEARNS,SAUK CENTRE,MN
55731,ST. LOUIS,ELY,MN
56510,NORMAN,ADA,MN
56542,POLK,FOSSTON,MN
55705,ST. LOUIS,AURORA,MN
56240,BIG STONE,GRACEVILLE,MN
55336,MCLEOD,GLENCOE,MN
55415,HENNEPIN,MINNEAPOLIS,MN
56479,TODD,STAPLES,MN
56062,WATONWAN,MADELIA,MN
56256,LAC QUI PARLE,MADISON,MN
56557,MAHNOMEN,MAHNOMEN,MN
56002,BLUE EARTH,MANKATO,MN
55066,GOODHUE,RED WING,MN
56071,SCOTT,NEW PRAGUE,MN
56359,MILLE LACS,ONAMIA,MN
56172,MURRAY,SLAYTON,MN
55904,OLMSTED,ROCHESTER,MN
56164,PIPESTONE,PIPESTONE,MN
56531,GRANT,ELBOW LAKE,MN
56082,NICOLLET,ST PETER,MN
56601,BELTRAMI,BEMIDJI,MN
56220,YELLOW MEDICINE,CANBY,MN
56621,CLEARWATER,BAGLEY,MN
56143,JACKSON,JACKSON,MN
56345,MORRISON,LITTLE FALLS,MN
56470,HUBBARD,PARK RAPIDS,MN
56482,WADENA,WADENA,MN
56013,FARIBAULT,BLUE EARTH,MN
58495,MCINTOSH,WISHEK,ND
58413,MCINTOSH,ASHLEY,ND
58854,MCKENZIE,WATFORD CITY,ND
97814,BAKER,BAKER CITY,OR
97321,LINN,ALBANY,OR
97801,UMATILLA,PENDLETON,OR
50583,SAC,SAC CITY,IA
50511,KOSSUTH,ALGONA,IA
51401,CARROLL,CARROLL,IA
50588,BUENA VISTA,STORM LAKE,IA
97527,JOSEPHINE,GRANTS PASS,OR
97220,MULTNOMAH,PORTLAND,OR
51566,MONTGOMERY,RED OAK,IA
50025,AUDUBON,AUDUBON,IA
76504,BELL,TEMPLE,TX
51360,DICKINSON,SPIRIT LAKE,IA
45431,GREENE,BEAVERCREEK,OH
45385,GREENE,XENIA,OH
88220,EDDY,CARLSBAD,NM
85901,NAVAJO,SHOW LOW,AZ
45840,HANCOCK,FINDLAY,OH
43545,HENRY,NAPOLEON,OH
44857,HURON,NORWALK,OH
44094,LAKE,WILLOUGHBY,OH
50129,GREENE,JEFFERSON,IA
50115,GUTHRIE,GUTHRIE CENTER,IA
43606,LUCAS,TOLEDO,OH
43140,MADISON,LONDON,OH
88310,OTERO,ALAMOGORDO,NM
88130,ROOSEVELT,PORTALES,NM
50548,HUMBOLDT,HUMBOLDT,IA
87049,CIBOLA,ACOMA PUEBLO,NM
78234,BEXAR,FORT SAM HOUSTON,TX
86403,MOHAVE,LAKE HAVASU CITY,AZ
76442,COMANCHE,COMANCHE,TX
84770,WASHINGTON,SAINT GEORGE,UT
44254,MEDINA,LODI,OH
44281,MEDINA,WADSWORTH,OH
45828,MERCER,COLDWATER,OH
45373,MIAMI,TROY,OH
75216,DALLAS,DALLAS,TX
76711,MCLENNAN,WACO,TX
76308,WICHITA,WICHITA FALLS,TX
45405,MONTGOMERY,DAYTON,OH
76544,BELL,FORT HOOD,TX
45429,MONTGOMERY,KETTERING,OH
43701,MUSKINGUM,ZANESVILLE,OH
85202,MARICOPA,MESA,AZ
89117,CLARK,LAS VEGAS,NV
84108,SALT LAKE,SALT LAKE CITY,UT
50674,BREMER,SUMNER,IA
52403,LINN,CEDAR RAPIDS,IA
84094,SALT LAKE,SANDY,UT
52245,JOHNSON,IOWA CITY,IA
52242,JOHNSON,IOWA CITY,IA
84631,MILLARD,FILLMORE,UT
52175,FAYETTE,WEST UNION,IA
50662,FAYETTE,OELWEIN,IA
52349,BENTON,VINTON,IA
50613,BLACK HAWK,CEDAR FALLS,IA
50461,MITCHELL,OSAGE,IA
52531,MONROE,ALBIA,IA
52544,APPANOOSE,CENTERVILLE,IA
50158,MARSHALL,MARSHALLTOWN,IA
57437,MCPHERSON,EUREKA,SD
57601,WALWORTH,MOBRIDGE,SD
57533,GREGORY,GREGORY,SD
85209,MARICOPA,MESA,AZ
71040,CLAIBORNE,HOMER,LA
57274,DAY,WEBSTER,SD
50273,MADISON,WINTERSET,IA
15601,WESTMORELAND,GREENSBURG,PA
68713,HOLT,ATKINSON,NE
85541,GILA,PAYSON,AZ
15317,WASHINGTON,CANONSBURG,PA
15063,WASHINGTON,MONONGAHELA,PA
18840,BRADFORD,SAYRE,PA
56073,BROWN,NEW ULM,MN
13203,ONONDAGA,SYRACUSE,NY
19114,BUCKS,LANGHORNE,PA
18960,BUCKS,SELLERSVILLE,PA
19007,BUCKS,BRISTOL,PA
70764,IBERVILLE,PLAQUEMINE,LA
17402,YORK,YORK,PA
85248,MARICOPA,CHANDLER,AZ
15219,ALLEGHENY,PITTSBURGH,PA
15136,ALLEGHENY,MCKEES ROCKS,PA
68651,POLK,OSCEOLA,NE
68601,PLATTE,COLUMBUS,NE
69001,RED WILLOW,MCCOOK,NE
68114,DOUGLAS,OMAHA,NE
15212,ALLEGHENY,PITTSBURGH,PA
64014,JACKSON,BLUE SPRINGS,MO
61342,LA SALLE,MENDOTA,IL
15236,ALLEGHENY,PITTSBURGH,PA
56156,ROCK,LUVERNE,MN
60026,COOK,GLENVIEW,IL
68632,BUTLER,DAVID CITY,NE
17745,CLINTON,LOCK HAVEN,PA
17764,CLINTON,RENOVO,PA
18218,SCHUYLKILL,COALDALE,PA
60064,LAKE,NORTH CHICAGO,IL
62230,CLINTON,BREESE,IL
68756,ANTELOPE,NELIGH,NE
69145,KIMBALL,KIMBALL,NE
19134,PHILADELPHIA,PHILADELPHIA,PA
19146,PHILADELPHIA,PHILADELPHIA,PA
45891,VAN WERT,VAN WERT,OH
45005,WARREN,FRANKLIN,OH
45750,WASHINGTON,MARIETTA,OH
72958,SCOTT,WALDRON,AR
15552,SOMERSET,MEYERSDALE,PA
18704,LUZERNE,KINGSTON,PA
18711,LUZERNE,WILKES-BARRE,PA
68765,PIERCE,OSMOND,NE
90073,LOS ANGELES,LOS ANGELES,CA
92134,SAN DIEGO,SAN DIEGO,CA
16117,LAWRENCE,ELLWOOD CITY,PA
92310,SAN BERNARDINO,FORT IRWIN,CA
94121,SAN FRANCISCO,SAN FRANCISCO,CA
19002,MONTGOMERY,AMBLER,PA
19446,MONTGOMERY,LANSDALE,PA
18411,LACKAWANNA,CLARKS SUMMIT,PA
19096,MONTGOMERY,WYNNEWOOD,PA
18452,LACKAWANNA,PECKVILLE,PA
17044,MIFFLIN,LEWISTOWN,PA
16125,MERCER,GREENVILLE,PA
16146,MERCER,SHARON,PA
16127,MERCER,GROVE CITY,PA
72209,PULASKI,LITTLE ROCK,AR
46052,BOONE,LEBANON,IN
15370,GREENE,WAYNESBURG,PA
39428,COVINGTON,COLLINS,MS
19013,DELAWARE,UPLAND,PA
19083,DELAWARE,HAVERTOWN,PA
16550,ERIE,ERIE,PA
16544,ERIE,ERIE,PA
16504,ERIE,ERIE,PA
85929,NAVAJO,LAKESIDE,AZ
85225,MARICOPA,CHANDLER,AZ
85281,MARICOPA,TEMPE,AZ
19064,DELAWARE,SPRINGFIELD,PA
19125,PHILADELPHIA,PHILADELPHIA,PA
18045,NORTHAMPTON,EASTON,PA
47713,VANDERBURGH,EVANSVILLE,IN
30540,GILMER,ELLIJAY,GA
30912,RICHMOND,AUGUSTA,GA
30349,CLAYTON,COLLEGE PARK,GA
85258,MARICOPA,SCOTTSDALE,AZ
85301,MARICOPA,GLENDALE,AZ
85613,COCHISE,FORT HUACHUCA,AZ
72704,WASHINGTON,FAYETTEVILLE,AR
18360,MONROE,STROUDSBURG,PA
44256,MEDINA,MEDINA,OH
95948,BUTTE,GRIDLEY,CA
86045,COCONINO,TUBA CITY,AZ
85550,GILA,SAN CARLOS,AZ
39429,MARION,COLUMBIA,MS
86503,APACHE,CHINLE,AZ
30076,FULTON,ROSWELL,GA
30642,GREENE,GREENSBORO,GA
46060,HAMILTON,NOBLESVILLE,IN
30553,FRANKLIN,LAVONIA,GA
55981,WABASHA,WABASHA,MN
57501,HUGHES,PIERRE,SD
30141,PAULDING,HIRAM,GA
55987,WINONA,WINONA,MN
90822,LOS ANGELES,LONG BEACH,CA
36083,MACON,TUSKEGEE,AL
23229,HENRICO,RICHMOND,VA
24060,MONTGOMERY,BLACKSBURG,VA
44667,WAYNE,ORRVILLE,OH
38663,TIPPAH,RIPLEY,MS
44691,WAYNE,WOOSTER,OH
23454,VIRGINIA BEACH,VIRGINIA BEACH,VA
55407,HENNEPIN,MINNEAPOLIS,MN
55435,HENNEPIN,EDINA,MN
55454,HENNEPIN,MINNEAPOLIS,MN
55369,HENNEPIN,MAPLE GROVE,MN
39577,STONE,WIGGINS,MS
56538,OTTER TAIL,FERGUS FALLS,MN
55767,CARLTON,MOOSE LAKE,MN
56278,BIG STONE,ORTONVILLE,MN
56573,OTTER TAIL,PERHAM,MN
10451,BRONX,BRONX,NY
55616,LAKE,TWO HARBORS,MN
56649,KOOCHICHING,INTERNATIONAL FALLS,MN
56232,LAC QUI PARLE,DAWSON,MN
56296,TRAVERSE,WHEATON,MN
56716,POLK,CROOKSTON,MN
55092,CHISAGO,WYOMING,MN
55051,KANABEC,MORA,MN
56728,KITTSON,HALLOCK,MN
56751,ROSEAU,ROSEAU,MN
56201,KANDIYOHI,WILLMAR,MN
55379,SCOTT,SHAKOPEE,MN
55746,ST. LOUIS,HIBBING,MN
18951,BUCKS,QUAKERTOWN,PA
55433,ANOKA,COON RAPIDS,MN
55355,MEEKER,LITCHFIELD,MN
56431,AITKIN,AITKIN,MN
55350,MCLEOD,HUTCHINSON,MN
55387,CARVER,WACONIA,MN
37388,COFFEE,TULLAHOMA,TN
56441,CROW WING,CROSBY,MN
56401,CROW WING,BRAINERD,MN
55371,SHERBURNE,PRINCETON,MN
56303,STEARNS,ST CLOUD,MN
56267,STEVENS,MORRIS,MN
56520,WILKIN,BRECKENRIDGE,MN
56283,REDWOOD,REDWOOD FALLS,MN
29572,HORRY,MYRTLE BEACH,SC
55307,SIBLEY,ARLINGTON,MN
13790,BROOME,BINGHAMTON,NY
55021,RICE,FARIBAULT,MN
55337,DAKOTA,BURNSVILLE,MN
55041,GOODHUE,LAKE CITY,MN
55033,DAKOTA,HASTINGS,MN
13021,CAYUGA,AUBURN,NY
97520,JACKSON,ASHLAND,OR
14787,CHAUTAUQUA,WESTFIELD,NY
97701,DESCHUTES,BEND,OR
97720,HARNEY,BURNS,OR
14048,CHAUTAUQUA,DUNKIRK,NY
55057,DAKOTA,NORTHFIELD,MN
97444,CURRY,GOLD BEACH,OR
97420,COOS,COOS BAY,OR
97423,COOS,COQUILLE,OR
83350,MINIDOKA,RUPERT,ID
99352,BENTON,RICHLAND,WA
83338,JEROME,JEROME,ID
97914,MALHEUR,ONTARIO,OR
23185,JAMES CITY,WILLIAMSBURG,VA
23901,PRINCE EDWARD,FARMVILLE,VA
22906,CHARLOTTESVILLE,CHARLOTTESVILLE,VA
22903,ALBEMARLE,CHARLOTTESVILLE,VA
22408,SPOTSYLVANIA,FREDERICKSBURG,VA
24333,GALAX,GALAX,VA
23707,PORTSMOUTH,PORTSMOUTH,VA
24592,HALIFAX,SOUTH BOSTON,VA
22191,PRINCE WILLIAM,WOODBRIDGE,VA
22134,PRINCE WILLIAM,QUANTICO,VA
23223,RICHMOND CITY,RICHMOND,VA
24070,ROANOKE,CATAWBA,VA
23602,NEWPORT NEWS,NEWPORT NEWS,VA
23601,NEWPORT NEWS,NEWPORT NEWS,VA
73763,BLAINE,OKEENE,OK
23860,HOPEWELL,HOPEWELL,VA
23061,GLOUCESTER,GLOUCESTER,VA
24277,LEE,PENNINGTON GAP,VA
74102,TULSA,BROKEN ARROW,OK
24151,FRANKLIN,ROCKY MOUNT,VA
22601,WINCHESTER,WINCHESTER,VA
97477,LANE,SPRINGFIELD,OR
97439,LANE,FLORENCE,OR
97401,LANE,EUGENE,OR
20105,LOUDOUN,ALDIE,VA
24457,ALLEGHANY,LOW MOOR,VA
20169,PRINCE WILLIAM,HAYMARKET,VA
23235,CHESTERFIELD,RICHMOND,VA
24073,MONTGOMERY,CHRISTIANSBURG,VA
24013,ROANOKE CITY,ROANOKE,VA
43326,HARDIN,KENTON,OH
98826,CHELAN,LEAVENWORTH,WA
98368,JEFFERSON,PORT TOWNSEND,WA
98668,CLARK,VANCOUVER,WA
29944,HAMPTON,VARNVILLE,SC
43214,FRANKLIN,COLUMBUS,OH
38105,SHELBY,MEMPHIS,TN
85212,MARICOPA,MESA,AZ
98944,YAKIMA,SUNNYSIDE,WA
98632,COWLITZ,LONGVIEW,WA
70445,ST. TAMMANY,LACOMBE,LA
70527,ACADIA,CROWLEY,LA
29303,SPARTANBURG,SPARTANBURG,SC
43452,OTTAWA,PORT CLINTON,OH
29162,CLARENDON,TURBEVILLE,SC
29150,SUMTER,SUMTER,SC
98411,PIERCE,TACOMA,WA
98499,PIERCE,TACOMA,WA
15240,ALLEGHENY,PITTSBURGH,PA
15401,FAYETTE,UNIONTOWN,PA
44143,CUYAHOGA,RICHMOND HEIGHTS,OH
29409,CHARLESTON,CHARLESTON,SC
44115,CUYAHOGA,CLEVELAND,OH
44146,CUYAHOGA,BEDFORD,OH
29536,DILLON,DILLON,SC
29532,DARLINGTON,DARLINGTON,SC
29010,LEE,BISHOPVILLE,SC
29827,ALLENDALE,FAIRFAX,SC
29406,CHARLESTON,N CHARLESTON,SC
29108,NEWBERRY,NEWBERRY,SC
29690,GREENVILLE,TRAVELERS REST,SC
29526,HORRY,CONWAY,SC
29506,FLORENCE,FLORENCE,SC
29212,RICHLAND,COLUMBIA,SC
29118,ORANGEBURG,ORANGEBURG,SC
38012,HAYWOOD,BROWNSVILLE,TN
29505,FLORENCE,FLORENCE,SC
24450,LEXINGTON,LEXINGTON,VA
43078,CHAMPAIGN,URBANA,OH
76054,TARRANT,HURST,TX
75219,DALLAS,DALLAS,TX
75024,COLLIN,PLANO,TX
24445,BATH,HOT SPRINGS,VA
99166,FERRY,REPUBLIC,WA
98816,CHELAN,CHELAN,WA
59636,LEWIS AND CLARK,FORT HARRISON,MT
98502,THURSTON,OLYMPIA,WA
80120,ARAPAHOE,LITTLETON,CO
81625,MOFFAT,CRAIG,CO
80109,DOUGLAS,CASTLE ROCK,CO
80303,BOULDER,BOULDER,CO
81004,PUEBLO,PUEBLO,CO
27284,FORSYTH,KERNERSVILLE,NC
27104,FORSYTH,WINSTON-SALEM,NC
28307,CUMBERLAND,FORT BRAGG,NC
44223,SUMMIT,CUYAHOGA FALLS,OH
83544,CLEARWATER,OROFINO,ID
83843,LATAH,MOSCOW,ID
97015,CLACKAMAS,CLACKAMAS,OR
97222,CLACKAMAS,MILWAUKIE,OR
97103,CLATSOP,ASTORIA,OR
97138,CLATSOP,SEASIDE,OR
83837,SHOSHONE,KELLOGG,ID
14203,ERIE,BUFFALO,NY
83861,BENEWAH,ST. MARIES,ID
13365,HERKIMER,LITTLE FALLS,NY
97828,WALLOWA,ENTERPRISE,OR
97216,MULTNOMAH,PORTLAND,OR
97227,MULTNOMAH,PORTLAND,OR
97030,MULTNOMAH,GRESHAM,OR
97223,MULTNOMAH,PORTLAND,OR
97141,TILLAMOOK,TILLAMOOK,OR
97838,UMATILLA,HERMISTON,OR
83530,IDAHO,GRANGEVILLE,ID
83864,BONNER,SANDPOINT,ID
97132,YAMHILL,NEWBERG,OR
97836,MORROW,HEPPNER,OR
97383,MARION,STAYTON,OR
83638,VALLEY,MCCALL,ID
83611,VALLEY,CASCADE,ID
83467,LEMHI,SALMON,ID
97367,LINCOLN,LINCOLN CITY,OR
97365,LINCOLN,NEWPORT,OR
14220,ERIE,BUFFALO,NY
12455,DELAWARE,MARGARETVILLE,NY
14217,ERIE,BUFFALO,NY
14263,ERIE,BUFFALO,NY
12883,ESSEX,TICONDEROGA,NY
12983,FRANKLIN,SARANAC LAKE,NY
13607,JEFFERSON,ALEXANDRIA BAY,NY
13346,MADISON,HAMILTON,NY
13618,JEFFERSON,CARTHAGE,NY
11561,NASSAU,LONG BEACH,NY
11580,NASSAU,VALLEY STREAM,NY
11530,NASSAU,ROCKVILLE CENTRE,NY
11548,NASSAU,ROSLYN,NY
13440,ONEIDA,ROME,NY
13501,ONEIDA,UTICA,NY
13215,ONONDAGA,SYRACUSE,NY
14456,ONTARIO,GENEVA,NY
10990,ORANGE,WARWICK,NY
12771,ORANGE,PORT JERVIS,NY
37766,CAMPBELL,LAFOLLETTE,TN
57382,JERAULD,WESSINGTON SPRINGS,SD
57066,BON HOMME,TYNDALL,SD
98029,KING,ISSAQUAH,WA
37091,MARSHALL,LEWISBURG,TN
98498,PIERCE,LAKEWOOD,WA
10512,PUTNAM,CARMEL,NY
40831,HARLAN,HARLAN,KY
10970,ROCKLAND,POMONA,NY
13669,ST. LAWRENCE,OGDENSBURG,NY
13642,ST. LAWRENCE,GOUVERNEUR,NY
13690,ST. LAWRENCE,STAR LAKE,NY
12308,SCHENECTADY,SCHENECTADY,NY
12043,SCHOHARIE,COBLESKILL,NY
14865,SCHUYLER,MONTOUR FALLS,NY
21225,BALTIMORE CITY,BALTIMORE,MD
21209,BALTIMORE CITY,BALTIMORE,MD
10601,WESTCHESTER,WHITE PLAINS,NY
10708,WESTCHESTER,BRONXVILLE,NY
42066,GRAVES,MAYFIELD,KY
14527,YATES,PENN YAN,NY
10456,BRONX,BRONX,NY
14550,WYOMING,WARSAW,NY
11237,KINGS,BROOKLYN,NY
11691,QUEENS,FAR ROCKAWAY,NY
42102,WARREN,BOWLING GREEN,KY
42103,WARREN,BOWLING GREEN,KY
14127,ERIE,ORCHARD PARK,NY
41858,LETCHER,WHITESBURG,KY
10034,NEW YORK,NEW YORK,NY
10567,WESTCHESTER,CORTLANDT MANOR,NY
14437,LIVINGSTON,DANSVILLE,NY
12572,DUTCHESS,RHINEBECK,NY
62016,GREENE,CARROLLTON,IL
10038,NEW YORK,NEW YORK,NY
10548,WESTCHESTER,MONTROSE,NY
62052,JERSEY,JERSEYVILLE,IL
21550,GARRETT,OAKLAND,MD
77665,CHAMBERS,WINNIE,TX
76821,RUNNELS,BALLINGER,TX
77836,BURLESON,CALDWELL,TX
79225,HARDEMAN,CHILLICOTHE,TX
77434,COLORADO,EAGLE LAKE,TX
76837,CONCHO,EDEN,TX
79035,PARMER,FRIONA,TX
75948,SABINE,HEMPHILL,TX
76550,LAMPASAS,LAMPASAS,TX
21237,BALTIMORE,BALTIMORE,MD
76252,COOKE,MUENSTER,TX
61605,PEORIA,PEORIA,IL
61614,PEORIA,PEORIA,IL
76950,SUTTON,SONORA,TX
60707,COOK,CHICAGO,IL
60164,COOK,NORTHLAKE,IL
60461,COOK,OLYMPIA FIELDS,IL
60426,COOK,HARVEY,IL
60115,DEKALB,DEKALB,IL
40324,SCOTT,GEORGETOWN,KY
25526,PUTNAM,HURRICANE,WV
25709,CABELL,HUNTINGTON,WV
26105,WOOD,PARKERSBURG,WV
40361,BOURBON,PARIS,KY
62226,ST. CLAIR,BELLEVILLE,IL
61032,STEPHENSON,FREEPORT,IL
61554,TAZEWELL,PEKIN,IL
42071,CALLOWAY,MURRAY,KY
40004,NELSON,BARDSTOWN,KY
41472,MORGAN,WEST LIBERTY,KY
73103,OKLAHOMA,OKLAHOMA CITY,OK
73096,CUSTER,WEATHERFORD,OK
74020,PAWNEE,CLEVELAND,OK
74637,OSAGE,FAIRFAX,OK
73933,CIMARRON,BOISE CITY,OK
57231,KINGSBURY,DE SMET,SD
57785,MEADE,STURGIS,SD
61254,HENRY,GENESEO,IL
62454,CRAWFORD,ROBINSON,IL
62278,RANDOLPH,RED BUD,IL
